NCESID,StudentTestID,StudentLocalID,StudentGradeLevel,TestDate,TestName,TestTypeName,TestSubjectName,TestGradeLevel,Score1Label,Score1Type,Score1Value,Score2Label,Score2Type,Score2Value,Score3Label,Score3Type,Score3Value,Score4Label,Score4Type,Score4Value
373737,1754476, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1754476, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,224.0,CPI,Scale,50.0,,,
373737,1754476, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,222.0,CPI,Scale,50.0,,,
373737,1754958, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1754958, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1754958, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1755260, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,224.0,CPI,Scale,50.0,,,
373737,1755260, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1755260, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1755410, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1755410, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1755410, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,5-A,Scaled Score,Scale,272.0,CPI,Scale,100.0,,,
373737,1755772, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1755772, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,232.0,CPI,Scale,75.0,,,
373737,1755772, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1755871, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1755871, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1755871, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,4-P,Scaled Score,Scale,242.0,CPI,Scale,100.0,,,
373737,1755952, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1755952, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1755952, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,5-A,Scaled Score,Scale,262.0,CPI,Scale,100.0,,,
373737,1756047, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1756047, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1756047, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,5-A,Scaled Score,Scale,270.0,CPI,Scale,100.0,,,
373737,1756338, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1756338, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1756338, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,5-A,Scaled Score,Scale,270.0,CPI,Scale,100.0,,,
373737,1756419, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,226.0,CPI,Scale,50.0,,,
373737,1756419, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1756419, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1756574, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,1-P,Scaled Score,Scale,212.0,CPI,Scale,25.0,,,
373737,1756574, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,3-NI,Scaled Score,Scale,228.0,CPI,Scale,50.0,,,
373737,1756574, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,1-P,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1757089, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,2-W,Scaled Score,Scale,214.0,CPI,Scale,25.0,,,
373737,1757089, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1757089, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,3-NI,Scaled Score,Scale,228.0,CPI,Scale,50.0,,,
373737,1757199, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1757199, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1757199, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1757368, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,5-A,Scaled Score,Scale,268.0,CPI,Scale,100.0,,,
373737,1757368, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1757368, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1757999, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,2-W,Scaled Score,Scale,216.0,CPI,Scale,25.0,,,
373737,1757999, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1757999, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1758017, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1758017, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1758017, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1758498, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1758498, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1758498, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1758573, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1758573, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,5-A,Scaled Score,Scale,262.0,CPI,Scale,100.0,,,
373737,1758573, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1759395, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1759395, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1759395, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1759931, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,3-NI,Scaled Score,Scale,232.0,CPI,Scale,75.0,,,
373737,1759931, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,3-NI,Scaled Score,Scale,224.0,CPI,Scale,50.0,,,
373737,1759931, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1760810, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,2-W,Scaled Score,Scale,,CPI,Scale,100.0,,,
373737,1760810, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,2-W,Scaled Score,Scale,,CPI,Scale,100.0,,,
373737,1760810, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1761110, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1761110, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1761110, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,234.0,CPI,Scale,75.0,,,
373737,1761517, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1761517, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,4-P,Scaled Score,Scale,242.0,CPI,Scale,100.0,,,
373737,1761517, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,3-NI,Scaled Score,Scale,234.0,CPI,Scale,75.0,,,
373737,1761587, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1761587, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1761587, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,5-A,Scaled Score,Scale,266.0,CPI,Scale,100.0,,,
373737,1761634, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,2-W,Scaled Score,Scale,210.0,CPI,Scale,25.0,,,
373737,1761634, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1761634, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1761715, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,2-W,Scaled Score,Scale,,CPI,Scale,75.0,,,
373737,1761715, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1761715, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,2-W,Scaled Score,Scale,,CPI,Scale,75.0,,,
373737,1762785, ,8.0,June 1,MCAS,MCAS Science,Science,8.0,Performance Level,Level,4-P,Scaled Score,Scale,242.0,CPI,Scale,100.0,,,
373737,1762785, ,8.0,April 1,MCAS,MCAS ELA,ELA,8.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1762785, ,8.0,May 1,MCAS,MCAS Math,Math,8.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1763452, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,224.0,CPI,Scale,50.0,,,
373737,1763452, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1763452, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1763525, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,2-W,Scaled Score,Scale,,CPI,Scale,100.0,,,
373737,1763525, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,2-W,Scaled Score,Scale,,CPI,Scale,100.0,,,
373737,1763525, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1764039, ,9.0,June 1,MCAS,MCAS Science,Science,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,268.0,CPI,Scale,,,,
373737,1764039, ,9.0,May 1,MCAS,MCAS Math,Math,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1764039, ,9.0,April 1,MCAS,MCAS ELA,ELA,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1764054, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1764054, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1764054, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1764157, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1764157, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1764157, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,222.0,CPI,Scale,50.0,,,
373737,1764294, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1764294, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,224.0,CPI,Scale,50.0,,,
373737,1764294, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1764404, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1764404, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,244.0,CPI,Scale,100.0,,,
373737,1764404, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,4-P,Scaled Score,Scale,246.0,CPI,Scale,100.0,,,
373737,1764603, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1764603, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1764603, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1764983, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,5-A,Scaled Score,Scale,262.0,CPI,Scale,100.0,,,
373737,1764983, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1764983, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1765008, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,4-P,Scaled Score,Scale,242.0,CPI,Scale,100.0,,,
373737,1765008, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1765008, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1765318, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,1-P,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1765318, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,1-P,Scaled Score,Scale,212.0,CPI,Scale,25.0,,,
373737,1765318, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,1-P,Scaled Score,Scale,216.0,CPI,Scale,25.0,,,
373737,1765581, ,9.0,May 1,MCAS,MCAS Math,Math,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1765581, ,9.0,June 1,MCAS,MCAS Science,Science,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,264.0,CPI,Scale,,,,
373737,1765581, ,9.0,April 1,MCAS,MCAS ELA,ELA,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1765647, ,3.0,April 1,MCAS,MCAS ELA,ELA,3.0,Performance Level,Level,4-P,Scaled Score,Scale,242.0,CPI,Scale,100.0,,,
373737,1765647, ,3.0,May 1,MCAS,MCAS Math,Math,3.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1765647, ,3.0,June 1,MCAS,MCAS Science,Science,3.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1765891, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1765891, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1765891, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1765899, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,5-A,Scaled Score,Scale,270.0,CPI,Scale,100.0,,,
373737,1765899, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1765899, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,5-A,Scaled Score,Scale,274.0,CPI,Scale,100.0,,,
373737,1766010, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1766010, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1766010, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1766693, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1766693, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,5-A,Scaled Score,Scale,262.0,CPI,Scale,100.0,,,
373737,1766693, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1767397, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,236.0,CPI,Scale,75.0,,,
373737,1767397, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1767397, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1768268, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1768268, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1768268, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,3-NI,Scaled Score,Scale,230.0,CPI,Scale,75.0,,,
373737,1769581, ,5.0,June 1,MCAS,MCAS Science,Science,5.0,Performance Level,Level,4-P,Scaled Score,Scale,256.0,CPI,Scale,100.0,,,
373737,1769581, ,5.0,April 1,MCAS,MCAS ELA,ELA,5.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1769581, ,5.0,May 1,MCAS,MCAS Math,Math,5.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
373737,1769658, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,2-W,Scaled Score,Scale,216.0,CPI,Scale,25.0,,,
373737,1769658, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,2-W,Scaled Score,Scale,210.0,CPI,Scale,25.0,,,
373737,1769658, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1769669, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,1-P,Scaled Score,Scale,,CPI,Scale,75.0,,,
373737,1769669, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,1-P,Scaled Score,Scale,,CPI,Scale,100.0,,,
373737,1769669, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,1-P,Scaled Score,Scale,,CPI,Scale,100.0,,,
373737,1769753, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1769753, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1769753, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,238.0,CPI,Scale,75.0,,,
373737,1769869, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,5-A,Scaled Score,Scale,270.0,CPI,Scale,100.0,,,
373737,1769869, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1769869, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,4-P,Scaled Score,Scale,240.0,CPI,Scale,100.0,,,
373737,1770431, ,9.0,May 1,MCAS,MCAS Math,Math,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1770431, ,9.0,April 1,MCAS,MCAS ELA,ELA,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1770431, ,9.0,June 1,MCAS,MCAS Science,Science,9.0,Performance Level,Level,6-P+,Scaled Score,Scale,274.0,CPI,Scale,,,,
373737,1770740, ,7.0,June 1,MCAS,MCAS Science,Science,7.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1770740, ,7.0,May 1,MCAS,MCAS Math,Math,7.0,Performance Level,Level,4-P,Scaled Score,Scale,248.0,CPI,Scale,100.0,,,
373737,1770740, ,7.0,April 1,MCAS,MCAS ELA,ELA,7.0,Performance Level,Level,5-A,Scaled Score,Scale,260.0,CPI,Scale,100.0,,,
373737,1770968, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1770968, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1770968, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1771038, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1771038, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,2-W,Scaled Score,Scale,218.0,CPI,Scale,25.0,,,
373737,1771038, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1771416, ,6.0,June 1,MCAS,MCAS Science,Science,6.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1771416, ,6.0,April 1,MCAS,MCAS ELA,ELA,6.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1771416, ,6.0,May 1,MCAS,MCAS Math,Math,6.0,Performance Level,Level,3-NI,Scaled Score,Scale,220.0,CPI,Scale,50.0,,,
373737,1771521, ,4.0,April 1,MCAS,MCAS ELA,ELA,4.0,Performance Level,Level,4-P,Scaled Score,Scale,250.0,CPI,Scale,100.0,,,
373737,1771521, ,4.0,May 1,MCAS,MCAS Math,Math,4.0,Performance Level,Level,4-P,Scaled Score,Scale,258.0,CPI,Scale,100.0,,,
373737,1771521, ,4.0,June 1,MCAS,MCAS Science,Science,4.0,Performance Level,Level,6-P+,Scaled Score,Scale,,CPI,Scale,,,,
373737,1772285, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1772285, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,4-P,Scaled Score,Scale,252.0,CPI,Scale,100.0,,,
373737,1772285, ,10.0,June 1,MCAS,MCAS Science,Science,10.0,Performance Level,Level,3-NI,Scaled Score,Scale,232.0,CPI,Scale,75.0,,,
373737,1772512, ,10.0,May 1,MCAS,MCAS Math,Math,10.0,Performance Level,Level,4-P,Scaled Score,Scale,254.0,CPI,Scale,100.0,,,
373737,1772512, ,10.0,April 1,MCAS,MCAS ELA,ELA,10.0,Performance Level,Level,5-A,Scaled Score,Scale,264.0,CPI,Scale,100.0,,,
